Tool,length,node_id,subgraph_id
panaroo,531,thpR,0
panaroo,2430,hrpB,0
panaroo,2535,mrcB,0
panaroo,798,fhuC,0
panaroo,891,fhuD,0
panaroo,2007,fhuB,0
panaroo,1281,hemL,0
panaroo,48,yadX,0
panaroo,1422,clcA,0
panaroo,66,yadW,0
panaroo,345,erpA,0
panaroo,624,yadS,0
panaroo,801,btuF,0
panaroo,699,mtnN,0
panaroo,1518,dgt,0
panaroo,1425,degP,0
panaroo,1158,cdaR,0
panaroo,387,yaeH,0
panaroo,825,dapD,0
panaroo,2673,glnD,0
panaroo,795,map,0
panaroo,726,rpsB,0
panaroo,852,tuf,0
panaroo,726,pyrH,0
panaroo,1197,ispC,0
panaroo,759,ispU,0
panaroo,153,uppS,0
panaroo,750,cdsA,0
panaroo,1353,rseP,0
panaroo,2433,bamA,0
panaroo,486,skp,0
panaroo,1026,lpxD,0
panaroo,456,fabZ,0
panaroo,789,lpxA,0
panaroo,1149,lpxB,0
panaroo,597,rnhB,0
panaroo,3483,dnaE,0
panaroo,960,accA,0
panaroo,390,yaeR,0
panaroo,261,rof,0
panaroo,201,yaeP,0
panaroo,711,nlpE,0
panaroo,825,yaeF,0
panaroo,1719,proS,0
panaroo,708,tsaA,0
panaroo,405,rcsF,0
panaroo,816,metQ,0
panaroo,1032,metN,0
panaroo,576,gmhB,0
panaroo,915,yafC,0
panaroo,771,ubiE,0
panaroo,1221,mltD,0
panaroo,756,gloB,0
panaroo,723,yafS,0
panaroo,468,rnhA,0
panaroo,741,group_1746,0
panaroo,1410,group_2282,0
panaroo,744,vasI,0
panaroo,2796,tssH,0
panaroo,762,tssL,0
panaroo,525,tssJ,0
panaroo,1851,tssF,0
panaroo,225,group_2811,0
panaroo,501,tssB,0
panaroo,519,tssD2,0
panaroo,2142,tssI,0
panaroo,1533,group_279,0
panaroo,1173,group_688,0
panaroo,771,yafV,0
panaroo,2445,fadE,0
panaroo,579,lpcA,0
panaroo,768,yafJ,0
panaroo,741,dpaA,0
panaroo,261,dinJ,0
panaroo,297,rAYT,0
panaroo,1740,lfhA,0
panaroo,636,lafU,0
panaroo,1056,dinB,0
panaroo,294,yafN,0
panaroo,399,yafO,0
panaroo,378,yafP,0
panaroo,267,ykfJ,0
panaroo,501,prfH,0
panaroo,459,gpt,0
panaroo,1245,group_569,0
panaroo,402,crl,0
panaroo,714,group_1776,0
panaroo,201,group_2900,0
panaroo,312,group_2503,0
panaroo,354,group_2410,0
panaroo,261,group_2680,0
panaroo,558,group_1990,0
panaroo,222,group_2820,0
panaroo,324,group_2480,0
panaroo,900,group_3275,0
panaroo,279,group_2628,0
panaroo,903,group_3272,0
panaroo,957,paoD,0
panaroo,690,paoA,0
panaroo,615,yagU,0
panaroo,711,ecpE,0
panaroo,669,ecpB,0
panaroo,588,ecpA,0
panaroo,192,group_2929,0
panaroo,141,group_3068,0
panaroo,267,rpmE2,0
panaroo,357,group_2404,0
panaroo,858,group_1655,0
panaroo,855,rclR,0
panaroo,1428,ykgF,0
panaroo,696,ykgG,0
panaroo,252,group_2712,0
panaroo,1689,betA,0
panaroo,1473,betB,0
panaroo,588,betI,0
panaroo,261,group_2681,0
panaroo,303,yahC,0
panaroo,123,group_3094,0
panaroo,606,yahD,0
panaroo,864,yahE,0
panaroo,1548,yahF,0
panaroo,1419,yahG,0
panaroo,951,yahI,0
panaroo,1383,yahJ,0
panaroo,411,yhfF,0
panaroo,972,group_1236,0
panaroo,1050,yahK,0
panaroo,816,yahL,0
panaroo,633,yahN,0
panaroo,276,yahO,0
panaroo,1587,prpR,0
panaroo,891,prpB,0
panaroo,1170,prpC,0
panaroo,1452,prpD,0
panaroo,1887,prpE,0
panaroo,1260,codB,0
panaroo,1284,codA,0
panaroo,900,cynR,0
panaroo,660,cynT,0
panaroo,480,cynS,0
panaroo,612,lacA,0
panaroo,1254,lacY,0
panaroo,1092,lacI,0
panaroo,954,glxA,0
panaroo,777,ulaG,0
panaroo,1665,mhpA,0
panaroo,945,mhpB,0
panaroo,867,mhpC,0
panaroo,810,mhpD,0
panaroo,951,mhpF,0
panaroo,1014,dmpG,0
panaroo,540,yaiL,0
panaroo,834,fghA,0
panaroo,1110,frmA,0
panaroo,276,frmR,0
panaroo,1032,afuA,0
panaroo,1542,uhpB,0
panaroo,630,citB,0
panaroo,768,tauB,0
panaroo,828,tauC,0
panaroo,852,tauD,0
panaroo,975,hemB,0
panaroo,624,iprA,0
panaroo,1158,ampH,0
panaroo,1095,yaiW,0
panaroo,309,yaiY,0
panaroo,213,yaiZ,0
panaroo,1095,ddlA,0
panaroo,261,iraP,0
panaroo,321,psiF,0
panaroo,1116,adrA,0
panaroo,810,proC,0
panaroo,459,yaiI,0
panaroo,525,aroL,0
panaroo,192,yaiA,0
panaroo,678,aroM,0
panaroo,285,ppnP,0
panaroo,2280,group_83,0
panaroo,978,rdgC,0
panaroo,1269,group_549,0
panaroo,3144,sbcC,0
panaroo,1203,sbcD,0
panaroo,1296,phoR,0
panaroo,1320,brnQ,0
panaroo,1389,proY,0
panaroo,1818,malZ,0
panaroo,582,acpH,0
panaroo,1071,queA,0
panaroo,1128,tgt,0
panaroo,333,yajC,0
panaroo,1815,secD,0
panaroo,972,secF,0
panaroo,243,group_2739,0
panaroo,282,group_2610,0
panaroo,348,yajD,0
panaroo,885,tsx,0
panaroo,540,yajI,0
panaroo,450,nrdR,0
panaroo,1104,ribD,0
panaroo,471,group_2138,0
panaroo,420,nusB,0
panaroo,978,thiL,0
panaroo,516,pgpA,0
panaroo,975,yajO,0
panaroo,1863,dxs,0
panaroo,900,ispA,0
panaroo,243,xseB,0
panaroo,78,group_3156,0
panaroo,1449,thiI,0
panaroo,591,yajL,0
panaroo,912,panE,0
panaroo,492,yajQ,0
panaroo,1365,yajR,0
panaroo,891,cyoE,0
panaroo,330,cyoD,0
panaroo,615,cyoC,0
panaroo,1992,cyoB,0
panaroo,948,cyoA,0
panaroo,1476,ampG,0
panaroo,579,yajG,0
panaroo,315,bolA,0
panaroo,1305,tig,0
panaroo,624,group_1886,0
panaroo,1275,clpX,0
panaroo,2355,group_71,0
panaroo,273,hupB,0
panaroo,1872,ppiD,0
panaroo,372,ybaV,0
panaroo,399,group_2294,0
panaroo,696,queC,0
panaroo,819,cof,0
panaroo,459,decR,0
panaroo,1782,mdlB,0
panaroo,339,glnK,0
panaroo,1287,amtB,0
panaroo,861,tesB,0
panaroo,573,ybaY,0
panaroo,312,atl,0
panaroo,354,ybaA,0
panaroo,1551,pdeB,0
panaroo,471,ylaC,0
panaroo,552,maa,0
panaroo,219,group_2832,0
panaroo,375,tomB,0
panaroo,3174,acrB,0
panaroo,1194,group_655,0
panaroo,648,acrR,0
panaroo,165,rsmS,0
panaroo,528,priC,0
panaroo,378,ybaN,0
panaroo,552,apt,0
panaroo,1932,dnaX,0
panaroo,330,ybaB,0
panaroo,606,recR,0
panaroo,1875,htpG,0
panaroo,705,adk,0
panaroo,963,hemH,0
panaroo,960,aes,0
panaroo,1221,fsr,0
panaroo,195,group_2921,0
panaroo,1653,ushA,0
panaroo,480,ybaK,0
panaroo,795,ybaP,0
panaroo,2505,copA,0
panaroo,2163,sunT,0
panaroo,1176,emrA,0
panaroo,408,cueR,0
panaroo,204,group_2895,0
panaroo,363,group_2389,0
panaroo,459,group_2159,0
panaroo,918,group_3262,0
panaroo,678,fetA,0
panaroo,780,fetB,0
panaroo,855,cnoX,0
panaroo,594,tesA,0
panaroo,687,group_1810,0
panaroo,2433,ybbP,0
panaroo,372,ylbG,0
panaroo,1095,mnmH,0
panaroo,927,allS,0
panaroo,483,allA,0
panaroo,816,allR,0
panaroo,1782,gcl,0
panaroo,777,hyi,0
panaroo,465,allB,0
panaroo,1146,glxK,0
panaroo,786,allE,0
panaroo,1260,ylbE,0
panaroo,816,ylbF,0
panaroo,894,arcC,0
panaroo,1068,purK,0
panaroo,510,purE,0
panaroo,723,lpxH,0
panaroo,495,ppiB,0
panaroo,1386,cysS,0
panaroo,522,group_2054,0
panaroo,213,ybcJ,0
panaroo,867,folD,0
panaroo,543,group_2017,0
panaroo,2610,sfmD,0
panaroo,516,sfmF,0
panaroo,891,ybcH,0
panaroo,1137,group_3203,0
panaroo,222,group_2821,0
panaroo,462,group_2157,0
panaroo,1452,cusS,0
panaroo,684,cusR,0
panaroo,333,cusF,0
panaroo,1224,cusB,0
panaroo,3138,cusA,0
panaroo,1377,pheP,0
panaroo,1248,ybdG,0
panaroo,654,nfsB,0
panaroo,90,group_3135,0
panaroo,369,ybdF,0
panaroo,84,group_3149,0
panaroo,153,hokE,0
panaroo,153,group_3042,0
panaroo,1203,fes,0
panaroo,219,ybdZ,0
panaroo,816,group_1692,0
panaroo,993,fepG,0
panaroo,1005,group_3221,0
panaroo,957,group_3244,0
panaroo,1176,entC,0
panaroo,1611,entE,0
panaroo,858,entB,0
panaroo,747,entA,0
panaroo,414,entH,0
panaroo,198,ybdD,0
panaroo,1089,hcxA,0
panaroo,1161,ybdL,0
panaroo,1221,ybdN,0
panaroo,564,ahpC,0
panaroo,1596,group_250,0
panaroo,429,uspG,0
panaroo,1239,ybdR,0
panaroo,411,rnk,0
panaroo,807,rna,0
panaroo,1464,citT,0
panaroo,552,citX,0
panaroo,1533,citF,0
panaroo,909,citE,0
panaroo,297,citD,0
panaroo,1059,citC,0
panaroo,1659,dpiB,0
panaroo,681,dpiA,0
panaroo,1386,group_403,0
panaroo,561,pagP,0
panaroo,210,group_2871,0
panaroo,384,crcB,0
panaroo,204,ybeM,0
panaroo,966,lipA,0
panaroo,642,lipB,0
panaroo,264,ybeD,0
panaroo,1212,dacA,0
panaroo,1089,rlpA,0
panaroo,1113,mrdB,0
panaroo,1902,mrdA,0
panaroo,468,rlmH,0
panaroo,318,rsfS,0
panaroo,612,cobC,0
panaroo,642,nadD,0
panaroo,1032,holA,0
panaroo,582,lptE,0
panaroo,2583,leuS,0
panaroo,483,ybeL,0
panaroo,588,ybeQ,0
panaroo,156,group_3034,0
panaroo,708,ybeR,0
panaroo,453,djlC,0
panaroo,837,group_1671,0
panaroo,726,gltL,0
panaroo,675,gltK,0
panaroo,741,gltJ,0
panaroo,909,gltI,0
panaroo,1539,lnt,0
panaroo,879,corC,0
panaroo,468,ybeY,0
panaroo,1080,ybeZ,0
panaroo,1425,miaB,0
panaroo,1176,ubiF,0
panaroo,1665,asnB,0
panaroo,753,nagD,0
panaroo,1221,nagC,0
panaroo,1149,group_734,0
panaroo,801,nagB,0
panaroo,1947,nagE,0
panaroo,1665,glnS,0
panaroo,909,group_3266,0
panaroo,447,group_2180,0
panaroo,87,uof,0
panaroo,531,fldA,0
panaroo,363,ybfE,0
panaroo,765,ybfF,0
panaroo,546,seqA,0
panaroo,1641,pgm,0
panaroo,1320,potE,0
panaroo,2199,speF,0
panaroo,105,speFL,0
panaroo,678,kdpE,0
panaroo,2685,kdpD,0
panaroo,573,kdpC,0
panaroo,2049,kdpB,0
panaroo,1674,kdpA,0
panaroo,207,ybfA,0
panaroo,90,group_3136,0
panaroo,510,ybgA,0
panaroo,1419,phrB,0
panaroo,744,ybgI,0
panaroo,933,pxpC,0
panaroo,735,pxpA,0
panaroo,1062,group_949,0
panaroo,1284,gltA,0
panaroo,108,ybgU,0
panaroo,405,sdhC,0
panaroo,1800,sdhA,0
panaroo,717,sdhB,0
panaroo,2802,sucA,0
panaroo,1218,odhB,0
panaroo,1167,sucC,0
panaroo,870,sucD,0
panaroo,603,cobO,0
panaroo,1653,ttdA,0
panaroo,318,group_2489,0
panaroo,1371,atuA,0
panaroo,1446,glmE,0
panaroo,450,group_2177,0
panaroo,423,group_2229,0
panaroo,945,group_3246,0
panaroo,1140,cydB,0
panaroo,114,cydX,0
panaroo,294,ybgE,0
panaroo,405,ybgC,0
panaroo,693,tolQ,0
panaroo,429,tolR,0
panaroo,1293,tolB,0
panaroo,522,pal,0
panaroo,792,cpoB,0
panaroo,1044,nadA,0
panaroo,381,ybgS,0
panaroo,1053,aroG,0
panaroo,753,gpmA,0
panaroo,1041,galM,0
panaroo,1149,galK,0
panaroo,1047,galT,0
panaroo,1473,modF,0
panaroo,789,modE,0
panaroo,150,acrZ,0
panaroo,774,modA,0
panaroo,690,modB,0
panaroo,1059,modC,0
panaroo,996,pgl,0
panaroo,954,ybhD,0
panaroo,1053,ybhH,0
panaroo,2262,ybhJ,0
panaroo,1284,ybhC,0
panaroo,168,group_3011,0
panaroo,183,group_2961,0
panaroo,648,group_1854,0
panaroo,960,group_1290,0
panaroo,690,group_1807,0
panaroo,126,group_3091,0
panaroo,498,group_2096,0
panaroo,468,group_2144,0
panaroo,153,group_3043,0
panaroo,363,group_2390,0
panaroo,135,group_3077,0
panaroo,477,ybhB,0
panaroo,1041,bioB,0
panaroo,1155,bioF,0
panaroo,756,bioC,0
panaroo,678,group_1819,0
panaroo,2022,uvrB,0
panaroo,909,ybhK,0
panaroo,990,moaA,0
panaroo,513,moaB,0
panaroo,486,moaC,0
panaroo,246,moaD,0
panaroo,453,moaE,0
panaroo,705,ybhL,0
panaroo,957,ybhN,0
panaroo,1242,clsB,0
panaroo,762,ybhP,0
panaroo,411,ybhQ,0
panaroo,1107,ybhR,0
panaroo,1737,lptB,0
panaroo,996,hlyD,0
panaroo,672,cecR,0
panaroo,1368,rhlE,0
panaroo,2151,dinG,0
panaroo,963,ybiB,0
panaroo,1086,hcxB,0
panaroo,261,ybiJ,0
panaroo,684,ybiX,0
panaroo,2283,fiu,0
panaroo,261,mcbA,0
panaroo,927,rlmF,0
panaroo,2226,ybiO,0
panaroo,723,glnQ,0
panaroo,660,glnP,0
panaroo,747,glnH,0
panaroo,66,yliM,0
panaroo,516,group_2064,0
panaroo,1584,group_262,0
panaroo,129,mntS,0
panaroo,468,mntR,0
panaroo,1119,ybiR,0
panaroo,921,ldtB,0
panaroo,816,ybiV,0
panaroo,1800,group_173,0
panaroo,900,ybiY,0
panaroo,663,group_1837,0
panaroo,750,moeB,0
panaroo,1236,moeA,0
panaroo,348,group_2428,0
panaroo,1539,gsiB,0
panaroo,921,gsiC,0
panaroo,912,gsiD,0
panaroo,1329,dgcI,0
panaroo,330,yiaG,0
panaroo,1326,rimO,0
panaroo,384,bssR,0
panaroo,1116,yliI,0
panaroo,627,gstB,0
panaroo,759,group_1731,0
panaroo,597,ybjG,0
panaroo,279,ybjH,0
panaroo,1209,ybjJ,0
panaroo,537,rcdA,0
panaroo,1686,ybjL,0
panaroo,378,ybjM,0
panaroo,258,grxA,0
panaroo,288,group_2592,0
panaroo,723,nfsA,0
panaroo,903,rimK,0
panaroo,477,ybjN,0
panaroo,1113,potF,0
panaroo,1134,potG,0
panaroo,954,potH,0
panaroo,489,ybjO,0
panaroo,1128,rlmC,0
panaroo,1326,ulaA,0
panaroo,321,sgaB,0
panaroo,1482,group_318,0
panaroo,732,artJ,0
panaroo,138,group_3074,0
panaroo,669,artM,0
panaroo,729,artP,0
panaroo,516,group_2065,0
panaroo,324,ybjQ,0
panaroo,831,amiD,0
panaroo,1014,ybjS,0
panaroo,1002,ltaE,0
panaroo,1719,poxB,0
panaroo,969,hcr,0
panaroo,1653,hcp,0
panaroo,1659,ybjD,0
panaroo,993,ybjX,0
panaroo,1116,macA,0
panaroo,1947,macB,0
panaroo,321,clpS,0
panaroo,2277,clpA,0
panaroo,219,infA,0
panaroo,705,aat,0
panaroo,1722,cydC,0
panaroo,1767,cydD,0
panaroo,966,trxB,0
panaroo,4029,ftsK,0
panaroo,612,lolA,0
panaroo,1344,rarA,0
panaroo,1293,serS,0
panaroo,2445,dmsA,0
panaroo,864,dmsC,0
panaroo,1431,ycaM,0
panaroo,2283,pflB,0
panaroo,1761,ycaO,0
panaroo,693,ycaP,0
panaroo,1089,serC,0
panaroo,1284,aroA,0
panaroo,765,ycaL,0
panaroo,684,cmk,0
panaroo,1674,rpsA,0
panaroo,285,ihfB,0
panaroo,1749,msbA,0
panaroo,987,lpxK,0
panaroo,1233,ycaQ,0
panaroo,183,ycaR,0
panaroo,747,kdsB,0
panaroo,894,ycbJ,0
panaroo,780,elyC,0
panaroo,786,cmoM,0
panaroo,1323,mukF,0
panaroo,705,mukE,0
panaroo,4461,mukB,0
panaroo,549,ycbK,0
panaroo,648,gloC,0
panaroo,1191,aspC,0
panaroo,1401,asnS,0
panaroo,1203,pncB,0
panaroo,2613,pepN,0
panaroo,792,ssuC,0
panaroo,960,ssuA,0
panaroo,576,ssuE,0
panaroo,540,elfA,0
panaroo,702,elfD,0
panaroo,477,ycbU,0
panaroo,1011,pyrD,0
panaroo,543,zapC,0
panaroo,1110,ycbX,0
panaroo,2109,rlmL,0
panaroo,1908,uup,0
panaroo,1254,pqiA,0
panaroo,1641,pqiB,0
panaroo,564,pqiC,0
panaroo,168,rmf,0
panaroo,627,fabA,0
panaroo,1761,ycbZ,0
panaroo,453,matP,0
panaroo,1041,ompA,0
panaroo,510,sulA,0
panaroo,630,sxy,0
panaroo,2163,yccS,0
panaroo,447,yccF,0
panaroo,2055,helD,0
panaroo,459,mgsA,0
panaroo,663,yccT,0
panaroo,414,yccU,0
panaroo,318,hspQ,0
panaroo,1176,rlmI,0
panaroo,279,yccX,0
panaroo,330,tusE,0
panaroo,660,yccA,0
panaroo,243,group_2740,0
panaroo,186,group_2949,0
panaroo,156,group_3035,0
panaroo,192,group_2930,0
panaroo,402,group_2284,0
panaroo,273,group_2645,0
panaroo,426,group_2222,0
panaroo,456,group_2167,0
panaroo,747,group_1742,0
panaroo,414,group_2254,0
panaroo,213,group_2861,0
panaroo,372,group_2368,0
panaroo,372,group_2369,0
panaroo,240,group_2748,0
panaroo,588,group_1937,0
panaroo,534,group_2034,0
panaroo,183,espV,0
panaroo,1119,hyaA,0
panaroo,1794,hyaB,0
panaroo,708,hyaC,0
panaroo,588,hybD,0
panaroo,399,group_2295,0
panaroo,858,hyaF,0
panaroo,1545,appC,0
panaroo,1137,appB,0
panaroo,2181,etk,0
panaroo,447,etp,0
panaroo,1140,gfcE,0
panaroo,2097,gfcD,0
panaroo,747,gfcC,0
panaroo,645,gfcB,0
panaroo,306,gfcA,0
panaroo,213,cspG,0
panaroo,1029,torT,0
panaroo,693,torR,0
panaroo,1173,torC,0
panaroo,600,torD,0
panaroo,306,cbpM,0
panaroo,921,cbpA,0
panaroo,1242,agp,0
panaroo,228,yccJ,0
panaroo,108,group_3116,0
panaroo,495,rutF,0
panaroo,591,rutE,0
panaroo,696,rutB,0
panaroo,1092,rutA,0
panaroo,639,rutR,0
panaroo,210,group_2872,0
panaroo,1509,putP,0
panaroo,147,group_3055,0
panaroo,831,efeU,0
panaroo,1128,efeO,0
panaroo,1272,efeB,0
panaroo,1065,phoH,0
panaroo,414,pgaD,0
panaroo,492,fidL,0
panaroo,690,group_1808,0
panaroo,561,group_1987,0
panaroo,369,acpS2,0
panaroo,762,group_1728,0
panaroo,549,group_2006,0
panaroo,282,group_2611,0
panaroo,1161,gcvT,0
panaroo,1224,group_600,0
panaroo,657,group_1844,0
panaroo,1311,lolC,0
panaroo,789,group_1713,0
panaroo,1389,group_400,0
panaroo,942,ymdE,0
panaroo,738,ycdX,0
panaroo,555,ycdY,0
panaroo,522,ycdZ,0
panaroo,417,csgF,0
panaroo,651,csgD,0
panaroo,456,csgB,0
panaroo,333,csgC,0
panaroo,312,group_2504,0
panaroo,534,ymdB,0
panaroo,1500,clsC,0
panaroo,1158,mdoC,0
panaroo,1503,mdoG,0
panaroo,2514,mdoH,0
panaroo,228,yceK,0
panaroo,375,group_2358,0
panaroo,921,lpxL,0
panaroo,1053,trhO,0
panaroo,576,yceI,0
panaroo,567,yceJ,0
panaroo,114,yceO,0
panaroo,1119,solA,0
panaroo,255,bssS,0
panaroo,246,dinI,0
panaroo,1047,pyrC,0
panaroo,561,yceB,0
panaroo,648,grxB,0
panaroo,585,rimJ,0
panaroo,648,yceH,0
panaroo,924,yceM,0
panaroo,1536,murJ,0
panaroo,417,flgN,0
panaroo,294,flgM,0
panaroo,660,flgA,0
panaroo,696,flgD,0
panaroo,1206,flgE,0
panaroo,699,flgH,0
panaroo,1098,flgI,0
panaroo,942,flgJ,0
panaroo,954,group_3245,0
panaroo,960,rluC,0
panaroo,522,yceD,0
panaroo,174,rpmF,0
panaroo,1041,plsX,0
panaroo,954,fabH,0
panaroo,930,fabD,0
panaroo,735,group_1754,0
panaroo,237,group_2765,0
panaroo,1242,fabF,0
panaroo,1038,yceG,0
panaroo,642,tmk,0
panaroo,1005,holB,0
panaroo,798,ycfH,0
panaroo,1434,ptsG,0
panaroo,2190,fhuE,0
panaroo,360,hinT,0
panaroo,378,group_2346,0
panaroo,642,lpoB,0
panaroo,825,thiK,0
panaroo,1026,nagZ,0
panaroo,543,ycfP,0
panaroo,1305,ndh,0
panaroo,540,ycfJ,0
panaroo,258,bhsA,0
panaroo,960,ycfS,0
panaroo,3495,mfd,0
panaroo,1200,group_646,0
panaroo,702,group_1790,0
panaroo,1239,lolE,0
panaroo,912,nagK,0
panaroo,822,cobB,0
panaroo,1047,group_999,0
panaroo,795,potC,0
panaroo,1119,group_819,0
panaroo,270,group_2655,0
panaroo,516,group_2066,0
panaroo,231,group_2787,0
panaroo,477,racR,0
panaroo,324,group_2481,0
panaroo,303,group_2540,0
panaroo,318,group_2490,0
panaroo,318,group_2491,0
panaroo,438,group_2199,0
panaroo,588,group_1938,0
panaroo,183,group_2962,0
panaroo,1920,dhaR,0
panaroo,234,group_2777,0
panaroo,408,group_2265,0
panaroo,219,group_2833,0
panaroo,408,group_2266,0
panaroo,228,group_2800,0
panaroo,552,group_2000,0
panaroo,165,group_3021,0
panaroo,759,paa,0
panaroo,279,group_2629,0
panaroo,198,group_2912,0
panaroo,546,group_2013,0
panaroo,534,group_2035,0
panaroo,336,group_2457,0
panaroo,1326,nleA,0
panaroo,258,group_2691,0
panaroo,348,group_2429,0
panaroo,270,group_2656,0
panaroo,591,espM1,0
panaroo,507,yciE,0
panaroo,501,yciF,0
panaroo,180,yciG,0
panaroo,807,trpA,0
panaroo,1194,trpB,0
panaroo,1359,trpF,0
panaroo,45,trpL,0
panaroo,882,yciV,0
panaroo,621,yciO,0
panaroo,873,rluB,0
panaroo,591,group_1933,0
panaroo,759,yciK,0
panaroo,1050,sohB,0
panaroo,252,yciN,0
panaroo,2598,topA,0
panaroo,975,cysB,0
panaroo,129,ymiA,0
panaroo,168,group_3012,0
panaroo,2676,acnA,0
panaroo,591,ribA,0
panaroo,765,pgpB,0
panaroo,309,lapA,0
panaroo,1170,lapB,0
panaroo,327,yciH,0
panaroo,219,osmB,0
panaroo,750,yciT,0
panaroo,174,yciZ,0
panaroo,1935,rnb,0
panaroo,789,fabI,0
panaroo,567,group_1976,0
panaroo,1164,group_702,0
panaroo,807,sapF,0
panaroo,993,sapD,0
panaroo,891,sapC,0
panaroo,966,sapB,0
panaroo,1644,sapA,0
panaroo,246,group_2731,0
panaroo,1419,puuA,0
panaroo,1488,puuC,0
panaroo,1281,puuB,0
panaroo,1266,puuE,0
panaroo,978,pspF,0
panaroo,669,pspA,0
panaroo,225,pspB,0
panaroo,360,pspC,0
panaroo,222,pspD,0
panaroo,315,group_2496,0
panaroo,375,group_2359,0
panaroo,1305,ycjM,0
panaroo,630,group_1876,0
panaroo,615,group_1897,0
panaroo,1053,ycjQ,0
panaroo,789,ycjR,0
panaroo,1056,ycjS,0
panaroo,660,pgmB,0
panaroo,906,ompG,0
panaroo,999,ycjW,0
panaroo,1398,ycjX,0
panaroo,1062,ycjF,0
panaroo,1542,tyrR,0
panaroo,507,tpx,0
panaroo,966,ycjG,0
panaroo,921,ycjY,0
panaroo,900,pgrR,0
panaroo,258,ynaJ,0
panaroo,753,fnr,0
panaroo,516,ogt,0
panaroo,1446,group_347,0
panaroo,1311,abgA,0
panaroo,909,abgR,0
panaroo,564,smrA,0
panaroo,48,ynaN,0
panaroo,984,zntB,0
panaroo,171,ynaL,0
panaroo,1374,dbpA,0
panaroo,936,ttcA,0
panaroo,435,uspF,0
panaroo,372,group_2370,0
panaroo,3525,nifJ,0
panaroo,267,ydbJ,0
panaroo,423,hslJ,0
panaroo,186,group_2950,0
panaroo,324,ydbL,0
panaroo,2460,group_54,0
panaroo,606,ynbA,0
panaroo,1317,ynbD,0
panaroo,606,azoR,0
panaroo,75,group_3159,0
panaroo,3903,hrpA,0
panaroo,426,group_2223,0
